id_votante,centro_1,centro_2,centro_3,centro_4,centro_5,centro_6,centro_7,centro_8,centro_9,centro_10,centro_11,centro_12,centro_13,centro_14,centro_15,centro_16,centro_17,centro_18,centro_19,centro_20,centro_21,centro_22,centro_23,centro_24,centro_25,centro_26,centro_27,centro_28,centro_29,centro_30
248,1.791619,0.315344,0.874069,0.154048,1.646365,1.27022,0.896629,2.199329,0.947467,1.529578,0.765617,0.229459,0.493469,1.540214,1.056712,1.997659,1.532876,1.628138,1.65581,1.750379,2.124608,1.911987,0.744301,0.572506,1.269789,0.627025,0.648092,2.155687,1.59562,1.370107
249,0.506365,2.112771,1.415612,2.054485,0.696248,1.081365,1.563052,0.061713,1.510375,1.170815,1.791724,2.015359,2.031716,0.680073,1.200785,1.035936,1.36093,0.76687,1.234809,0.599492,1.248941,1.297769,1.970983,1.836518,1.145801,1.932236,1.715978,1.264503,1.38184,1.611582
250,1.098963,0.76652,0.673466,0.829646,0.731964,0.329652,0.206388,1.392316,0.901344,0.597556,0.419287,0.725947,0.657311,0.706771,0.201501,1.053151,0.656751,0.697262,0.741774,0.840744,1.201474,1.006848,0.600704,0.464083,0.318559,0.551528,0.345372,1.233422,0.725709,0.628523
251,1.555938,1.71809,1.722514,1.895028,0.919977,0.923894,1.094838,1.494965,1.942998,0.543396,1.234933,1.759192,1.546328,1.15349,1.144807,0.412299,0.459104,0.844129,0.384804,0.94623,0.267545,0.155125,1.328521,1.416108,0.857479,1.397867,1.341724,0.279742,0.392853,0.6473
252,1.472221,2.060387,1.882944,2.191144,0.912794,1.097233,1.407936,1.279414,2.085119,0.772206,1.585438,2.07146,1.900282,1.159367,1.337604,0.328098,0.79449,0.862084,0.649824,0.885991,0.194473,0.422661,1.705195,1.746722,1.061867,1.754425,1.654748,0.171568,0.745957,1.045134
253,1.418955,2.472148,1.583987,2.196033,2.029546,2.119198,2.361927,1.715242,1.411366,2.458585,2.502019,2.287618,2.528797,1.793944,2.00049,2.614532,2.636518,2.103301,2.600321,2.021807,2.848825,2.793339,2.651141,2.391878,2.209265,2.534522,2.313243,2.874181,2.692922,2.753134
254,0.697139,2.114851,1.193885,1.906244,1.332137,1.497158,1.834008,0.975216,1.115464,1.79702,2.015018,1.950697,2.12178,1.114429,1.435581,1.896784,1.985991,1.410631,1.92648,1.308988,2.130721,2.095801,2.184805,1.952342,1.588413,2.088541,1.851497,2.1545,2.035666,2.143855
255,1.632897,0.365941,0.975236,0.630181,1.261098,0.854455,0.370368,1.938497,1.167116,0.981496,0.145082,0.469844,0.185805,1.253206,0.738878,1.450718,0.930312,1.214527,1.076094,1.369925,1.535828,1.311519,0.097913,0.171389,0.810536,0.04209,0.252146,1.565009,0.984786,0.722611
256,1.857106,0.124228,1.003426,0.337226,1.61781,1.219456,0.78118,2.230629,1.122545,1.422236,0.600241,0.246651,0.288835,1.550471,1.03706,1.895098,1.394046,1.586828,1.531964,1.72567,1.997587,1.776484,0.529442,0.440211,1.200045,0.437155,0.548632,2.027537,1.451711,1.196972
257,1.360499,3.023122,2.116631,2.836675,1.946517,2.238536,2.654573,1.289943,2.05648,2.447588,2.859331,2.868745,3.009339,1.802855,2.247229,2.379107,2.644178,2.027915,2.540842,1.877921,2.592414,2.635239,3.037345,2.828218,2.323815,2.956574,2.718265,2.607281,2.677643,2.859417
258,1.950622,2.87309,2.031576,2.574354,2.557422,2.628278,2.836693,2.237529,1.835088,2.976546,2.958576,2.684689,2.950885,2.319365,2.493882,3.145026,3.150437,2.630077,3.121085,2.55214,3.379236,3.319669,3.096531,2.831137,2.717156,2.973447,2.763374,3.404819,3.208609,3.25289
259,0.701467,1.561335,1.117985,1.586384,0.095786,0.46561,0.941602,0.723472,1.298782,0.483897,1.169465,1.506478,1.446561,0.338114,0.666891,0.5156,0.677125,0.09797,0.566321,0.096815,0.748103,0.699428,1.340456,1.256644,0.501602,1.326421,1.139649,0.77515,0.704747,0.923355
260,0.633494,1.449905,0.526258,1.237966,1.035345,1.020552,1.242976,1.102225,0.46358,1.383859,1.395982,1.282754,1.467947,0.788289,0.880811,1.634925,1.547035,1.092758,1.535865,1.068803,1.8608,1.759414,1.555471,1.308617,1.107484,1.448767,1.216968,1.890017,1.608288,1.638694
261,0.668558,1.083104,0.378083,0.979692,0.647365,0.492419,0.719589,1.069366,0.560515,0.870396,0.901678,0.957646,1.046273,0.452616,0.33657,1.198939,1.017516,0.674222,1.027733,0.72496,1.40689,1.271259,1.075322,0.861498,0.573615,0.989404,0.750976,1.438094,1.081793,1.093841
262,0.985765,2.004656,1.59151,2.055296,0.569934,0.917598,1.359321,0.743751,1.762447,0.765269,1.577115,1.966376,1.874171,0.77725,1.137707,0.412997,0.904577,0.565894,0.74419,0.490312,0.58653,0.694742,1.734263,1.691999,0.928739,1.742802,1.58015,0.596601,0.894752,1.187358
263,0.714561,1.077977,0.249547,0.927872,0.797749,0.645912,0.811198,1.150984,0.405509,1.02586,0.96806,0.931959,1.068054,0.586846,0.464911,1.357415,1.167142,0.829238,1.183767,0.869016,1.566042,1.429385,1.132315,0.895918,0.723526,1.032451,0.796289,1.597231,1.232541,1.225784
264,1.498471,1.91995,1.812761,2.069072,0.89662,1.013028,1.275483,1.360767,2.023429,0.658044,1.440176,1.9427,1.754889,1.143538,1.249785,0.298912,0.645653,0.833663,0.517287,0.89183,0.065389,0.263435,1.550562,1.609677,0.965145,1.607566,1.523923,0.040425,0.590416,0.879922
265,1.655233,0.415256,1.022456,0.687392,1.263096,0.858179,0.372743,1.949496,1.217805,0.962283,0.143375,0.526812,0.233004,1.266535,0.757919,1.428319,0.900566,1.213396,1.050038,1.371509,1.50572,1.279982,0.046138,0.225347,0.808771,0.099285,0.292803,1.534448,0.952739,0.682113
266,0.918317,1.701353,0.80399,1.440819,1.408083,1.404228,1.593567,1.353475,0.639669,1.768961,1.724549,1.519923,1.750692,1.160373,1.253242,2.009318,1.931162,1.46954,1.920862,1.431831,2.237722,2.142488,1.871536,1.61188,1.490263,1.754523,1.534068,2.266391,1.992845,2.01422
267,0.621826,2.160781,1.250611,1.970741,1.263267,1.466703,1.834786,0.842195,1.197658,1.743656,2.026585,2.003744,2.154915,1.06129,1.430016,1.808044,1.936322,1.343863,1.865506,1.228965,2.040598,2.02003,2.200603,1.978753,1.557021,2.11135,1.872946,2.063035,1.982323,2.110964
268,1.505922,1.79207,1.739156,1.95413,0.880485,0.936364,1.155867,1.414484,1.955442,0.563965,1.31013,1.823168,1.62389,1.121737,1.166576,0.325329,0.519155,0.809365,0.411091,0.89394,0.150239,0.145985,1.413677,1.485058,0.878646,1.475888,1.404276,0.161924,0.458776,0.737764
269,1.473266,1.197397,1.347219,1.395546,0.864881,0.635985,0.604862,1.574798,1.575313,0.367574,0.714962,1.251921,1.022923,1.024075,0.785944,0.709572,0.180737,0.784868,0.3366,0.944843,0.726787,0.498208,0.802531,0.903401,0.545644,0.874455,0.841777,0.752709,0.189267,0.12442
270,1.545897,0.216876,0.769481,0.370696,1.279101,0.880931,0.460666,1.902052,0.937867,1.100779,0.33197,0.217462,0.183197,1.218205,0.700921,1.572495,1.093409,1.248119,1.220581,1.387076,1.689194,1.473848,0.365859,0.133092,0.864058,0.231152,0.215719,1.719952,1.155432,0.931656
271,1.343384,1.381379,1.381535,1.543815,0.70764,0.597067,0.744455,1.385529,1.60532,0.227586,0.900724,1.411392,1.21534,0.906394,0.802593,0.464825,0.107113,0.625501,0.108901,0.769486,0.501278,0.276162,1.013545,1.073178,0.520528,1.067981,0.992641,0.529894,0.056088,0.363696
272,1.156732,1.076139,0.357216,0.79001,1.354507,1.159468,1.14512,1.625651,0.152217,1.536905,1.208899,0.888427,1.156862,1.138804,0.935804,1.904781,1.649912,1.384335,1.695155,1.424333,2.105396,1.951965,1.323348,1.054582,1.222259,1.193767,1.007373,2.137088,1.71839,1.643344
273,1.391887,1.900613,1.742381,2.033352,0.800222,0.949373,1.248464,1.247994,1.948793,0.6145,1.425789,1.912571,1.740599,1.047915,1.188914,0.198992,0.635835,0.741437,0.490041,0.788699,0.065142,0.271431,1.546717,1.58703,0.909487,1.594855,1.495504,0.072873,0.589105,0.891254
274,1.105244,2.72758,1.816265,2.534893,1.719217,1.982934,2.381399,1.118022,1.751477,2.217894,2.580641,2.570394,2.719405,1.554326,1.974133,2.195184,2.414298,1.80135,2.321999,1.66099,2.417385,2.438388,2.756929,2.541074,2.070538,2.671799,2.433253,2.435036,2.45251,2.615422
275,0.848431,1.731524,1.33317,1.779207,0.311275,0.641656,1.091077,0.748336,1.514415,0.531,1.312542,1.690528,1.604682,0.544548,0.862222,0.357632,0.698627,0.293301,0.553127,0.25955,0.589366,0.600268,1.474611,1.420267,0.655987,1.476163,1.307103,0.612121,0.705563,0.972898
276,1.533206,2.566485,1.686256,2.285277,2.144802,2.23294,2.470292,1.823003,1.508152,2.573401,2.607187,2.380893,2.627407,1.909215,2.111826,2.72943,2.750937,2.218585,2.71538,2.136768,2.96374,2.908624,2.754343,2.49368,2.322869,2.6364,2.417046,2.98903,2.807536,2.865723
277,1.146724,1.126379,0.387969,0.83946,1.368792,1.186783,1.187206,1.617115,0.168206,1.565638,1.255293,0.938646,1.206644,1.148492,0.966717,1.925887,1.682589,1.401257,1.724116,1.43566,2.129156,1.979354,1.371561,1.102833,1.251818,1.242377,1.053892,2.160726,1.75084,1.68202
278,1.321864,2.039409,1.789781,2.146485,0.791524,1.02532,1.382017,1.114012,1.984063,0.740278,1.57464,2.035378,1.887211,1.033672,1.264944,0.267441,0.803554,0.750608,0.645011,0.751487,0.275114,0.470136,1.707573,1.723304,1.002618,1.744503,1.624187,0.270182,0.766558,1.073775
279,0.240173,1.593717,0.741952,1.449758,0.732817,0.858828,1.218836,0.711536,0.785263,1.167726,1.415846,1.453898,1.566566,0.494681,0.812952,1.327581,1.352983,0.804708,1.304305,0.73752,1.560517,1.494428,1.592454,1.382868,0.950062,1.510283,1.272044,1.587411,1.405219,1.505516
280,0.582926,1.212858,0.369613,1.064283,0.748756,0.671624,0.908088,1.02938,0.477849,1.041898,1.080054,1.068725,1.197329,0.517147,0.53072,1.332115,1.198795,0.792254,1.196752,0.806358,1.549809,1.430521,1.249186,1.020892,0.757016,1.154794,0.916933,1.580199,1.261341,1.286391
281,1.489973,2.865371,1.944646,2.619549,2.131399,2.317565,2.644829,1.637167,1.813707,2.609549,2.816044,2.689376,2.89464,1.926217,2.251548,2.667077,2.800863,2.212006,2.733353,2.095011,2.897594,2.886272,2.980419,2.736647,2.40877,2.876397,2.642999,2.918645,2.848372,2.964234
282,1.37594,0.411943,0.683438,0.510557,1.083768,0.68504,0.289698,1.716374,0.881967,0.917419,0.257409,0.382949,0.32711,1.030291,0.510077,1.386683,0.926977,1.052228,1.044461,1.191933,1.513038,1.302776,0.38502,0.138425,0.669761,0.273865,0.056828,1.544255,0.991775,0.797586
283,1.09355,1.234992,1.107638,1.347886,0.485424,0.312548,0.577353,1.203765,1.328503,0.074381,0.780215,1.231315,1.08783,0.646147,0.530541,0.538479,0.230879,0.40726,0.230464,0.571838,0.677448,0.492259,0.929674,0.918608,0.242675,0.949086,0.818528,0.709465,0.285877,0.441527
284,1.225378,1.558317,0.777366,1.259388,1.618011,1.523116,1.600019,1.683226,0.554739,1.902927,1.685226,1.369621,1.643542,1.375519,1.32858,2.208749,2.041868,1.66714,2.0606,1.662241,2.42725,2.302937,1.8069,1.538401,1.599494,1.678626,1.484667,2.457646,2.108073,2.074896
285,1.417788,1.164116,1.287556,1.352249,0.815545,0.575309,0.556738,1.530013,1.51556,0.324232,0.680933,1.211221,0.992419,0.968122,0.724749,0.700462,0.154359,0.736495,0.317941,0.898701,0.737619,0.509443,0.779932,0.864756,0.484742,0.844017,0.797679,0.765001,0.18517,0.128991
286,1.933752,2.271687,2.252581,2.45459,1.345845,1.44991,1.654406,1.747775,2.466829,1.079522,1.788826,2.31797,2.097181,1.593269,1.681799,0.744928,1.018324,1.284361,0.925749,1.33481,0.516182,0.661393,1.87118,1.973369,1.394038,1.948765,1.901029,0.487038,0.952455,1.190109
287,1.033438,2.708692,1.810922,2.532674,1.62495,1.911656,2.328441,0.990708,1.766138,2.125816,2.534444,2.558181,2.689814,1.476499,1.921248,2.076475,2.322493,1.706676,2.222745,1.559694,2.294864,2.326488,2.71294,2.507006,1.997147,2.634008,2.395969,2.311311,2.357474,2.53431
288,0.81738,0.934064,0.316818,0.837968,0.729595,0.486987,0.607076,1.210165,0.533734,0.865905,0.771775,0.809982,0.900063,0.566997,0.274514,1.239823,0.990513,0.741707,1.024468,0.818748,1.43462,1.279599,0.940979,0.717919,0.5532,0.849007,0.610581,1.466459,1.057735,1.02877
289,1.317047,2.717871,1.794726,2.480073,1.958472,2.147102,2.480575,1.472009,1.673696,2.436991,2.655148,2.544333,2.741639,1.75373,2.085098,2.495371,2.628525,2.039083,2.560488,1.922311,2.726223,2.713586,2.821264,2.580465,2.238227,2.719383,2.484758,2.747479,2.6758,2.79366
290,1.625362,0.125563,0.813189,0.307481,1.375673,0.97904,0.558013,1.99059,0.964136,1.199032,0.412334,0.146549,0.177264,1.308857,0.794393,1.671048,1.187736,1.345877,1.317204,1.483369,1.785531,1.568963,0.410016,0.221925,0.963204,0.281969,0.314784,1.816154,1.248892,1.01702
291,1.149364,0.829138,0.807601,0.933032,0.707159,0.303453,0.185241,1.401825,1.035753,0.486105,0.41385,0.815615,0.696406,0.729108,0.285088,0.953434,0.525235,0.658961,0.621415,0.81562,1.086972,0.88486,0.588937,0.514249,0.255326,0.570638,0.406655,1.11861,0.593796,0.49503
292,1.476971,0.273621,0.673609,0.319756,1.246985,0.858312,0.481248,1.847196,0.838064,1.108738,0.396833,0.192874,0.282011,1.168367,0.659978,1.576595,1.118968,1.221941,1.236983,1.353578,1.705481,1.495327,0.457903,0.20093,0.851807,0.323503,0.234878,1.736732,1.183358,0.978992
293,1.053133,2.475683,1.551465,2.249593,1.694462,1.879763,2.217962,1.239007,1.445911,2.17053,2.39608,2.305841,2.492141,1.487142,1.820512,2.238889,2.361675,1.774698,2.295222,1.661183,2.470894,2.452237,2.564095,2.327112,1.970862,2.464861,2.228961,2.492888,2.409362,2.526278
294,0.343181,1.511721,0.849349,1.452946,0.32183,0.545471,0.996922,0.604083,0.987573,0.785488,1.219812,1.411504,1.438854,0.1077,0.609413,0.916661,0.97871,0.396453,0.910137,0.331377,1.149131,1.0862,1.401162,1.244085,0.628899,1.348657,1.124078,1.176263,1.02415,1.16859
295,0.88251,1.219186,0.318741,0.976659,1.150956,1.027804,1.131013,1.353405,0.175951,1.408068,1.245092,1.041394,1.263249,0.918305,0.834605,1.729309,1.546286,1.192455,1.566033,1.207842,1.942723,1.810958,1.386944,1.12534,1.10378,1.268063,1.051132,1.973594,1.612394,1.58716
296,1.496129,1.886974,1.791489,2.038798,0.887629,0.990409,1.244014,1.369965,2.003525,0.631005,1.406687,1.911439,1.721269,1.133686,1.226006,0.295979,0.612382,0.822563,0.487409,0.887242,0.065435,0.229938,1.515787,1.577303,0.940324,1.57379,1.492539,0.057567,0.556182,0.844123
297,0.873498,1.078888,0.777171,1.118138,0.420418,0.025925,0.476037,1.105366,0.994759,0.405673,0.705587,1.028544,0.96767,0.438107,0.215082,0.797371,0.548587,0.384956,0.564272,0.529438,0.979003,0.818119,0.883535,0.775886,0.10758,0.853882,0.657917,1.011066,0.612263,0.659848
298,1.026902,2.708358,1.812721,2.534579,1.614631,1.904478,2.323639,0.975776,1.770553,2.115615,2.5305,2.55877,2.688062,1.468638,1.916616,2.062406,2.312276,1.696258,2.211487,1.548379,2.280185,2.313371,2.709248,2.504706,1.989636,2.631172,2.393271,2.29645,2.346787,2.525552
299,1.595755,0.154926,0.785309,0.304728,1.34945,0.954055,0.539869,1.961829,0.938784,1.179676,0.40439,0.145646,0.19306,1.280555,0.766975,1.651183,1.172374,1.320492,1.299809,1.456973,1.768422,1.552968,0.415191,0.209078,0.939841,0.283982,0.294188,1.799177,1.234198,1.007275
300,1.441817,0.558393,0.899921,0.751199,1.032852,0.628255,0.143819,1.722267,1.11403,0.751258,0.08964,0.603808,0.397815,1.041937,0.543934,1.222692,0.716262,0.983476,0.854088,1.141264,1.319172,1.09865,0.264224,0.254707,0.578878,0.256764,0.210509,1.349148,0.775412,0.545623
301,0.816668,0.970599,0.525017,0.94338,0.567846,0.277853,0.496422,1.14604,0.742996,0.656631,0.700834,0.88161,0.897289,0.463166,0.092437,1.038565,0.785908,0.564399,0.815227,0.667784,1.228274,1.070372,0.880832,0.703169,0.345081,0.814327,0.583996,1.260224,0.852314,0.847297
302,0.528453,2.148177,1.445623,2.087996,0.73264,1.118047,1.599657,0.061716,1.537117,1.205817,1.828294,2.04991,2.067766,0.715843,1.23673,1.063709,1.395464,0.802941,1.268252,0.635431,1.274527,1.327509,2.007593,1.872565,1.182467,1.968608,1.752032,1.289496,1.415746,1.647067
303,1.613599,0.211765,0.739021,0.142271,1.429844,1.048365,0.675279,2.004768,0.859537,1.305369,0.562837,0.022911,0.339918,1.33533,0.840129,1.773062,1.312762,1.408781,1.432966,1.535058,1.901614,1.690451,0.575775,0.3638,1.045838,0.446053,0.42698,1.932804,1.376411,1.161284
304,1.774502,2.001276,2.012443,2.187588,1.157197,1.210813,1.387711,1.647991,2.23086,0.833046,1.518547,2.049501,1.826566,1.40041,1.436508,0.576105,0.75443,1.08796,0.675627,1.163833,0.345733,0.419045,1.600783,1.703969,1.148469,1.678163,1.633426,0.327431,0.687293,0.919487
305,0.536137,2.086795,1.182125,1.903603,1.177531,1.379503,1.750516,0.781767,1.140506,1.656636,1.944044,1.932298,2.0772,0.974072,1.345128,1.726453,1.849137,1.25791,1.779114,1.145023,1.959466,1.935707,2.118784,1.899474,1.469765,2.031106,1.792593,1.982278,1.895343,2.023603
306,1.244838,0.763669,0.851579,0.897132,0.799866,0.399003,0.106062,1.498379,1.078248,0.536261,0.324814,0.768982,0.620046,0.826286,0.368178,1.008788,0.541245,0.748668,0.657419,0.90783,1.126221,0.915223,0.495831,0.447296,0.344083,0.487426,0.350961,1.157298,0.607343,0.457876
307,1.23838,0.527165,0.414893,0.422905,1.088295,0.737626,0.515189,1.631982,0.597162,1.054919,0.546417,0.387024,0.537776,0.970607,0.505853,1.500248,1.111101,1.078108,1.200793,1.18945,1.65843,1.465895,0.666036,0.39934,0.758379,0.5417,0.344813,1.690478,1.17951,1.035578
308,0.858178,1.418162,0.517286,1.167406,1.234473,1.168601,1.317077,1.325431,0.361082,1.543724,1.440527,1.238753,1.464033,0.990604,0.995927,1.828619,1.69421,1.286004,1.699565,1.27653,2.049982,1.934558,1.5854,1.325024,1.250262,1.4677,1.248514,2.079977,1.758422,1.755887
309,1.398353,0.666594,0.446769,0.363971,1.405178,1.101097,0.910346,1.841529,0.462456,1.442158,0.901499,0.477731,0.774615,1.240553,0.860785,1.872613,1.508381,1.410422,1.591909,1.49658,2.042773,1.857132,0.977172,0.716892,1.135885,0.842513,0.708549,2.07493,1.577039,1.431813
310,1.009424,1.06176,0.891477,1.144813,0.490821,0.135025,0.4174,1.205644,1.114808,0.295431,0.64203,1.037753,0.930685,0.564578,0.312547,0.738325,0.409349,0.433885,0.450374,0.596753,0.894945,0.713395,0.811001,0.747946,0.044046,0.803046,0.637763,0.92708,0.475668,0.511673
311,0.996048,1.22466,1.026915,1.313365,0.402446,0.224525,0.572371,1.126103,1.244581,0.159533,0.789166,1.205578,1.08751,0.547307,0.456424,0.570469,0.332303,0.329076,0.316645,0.496819,0.735312,0.568209,0.94962,0.909276,0.172986,0.954731,0.802028,0.767478,0.387051,0.525248
312,0.90593,1.166318,0.901327,1.227272,0.36756,0.099513,0.533462,1.083903,1.117197,0.28863,0.760745,1.129745,1.042553,0.456765,0.339129,0.673895,0.450226,0.312102,0.446005,0.473691,0.853569,0.695264,0.932006,0.85587,0.093015,0.918947,0.741949,0.88563,0.50945,0.60507
313,0.913966,1.986667,1.543013,2.025972,0.527645,0.893666,1.347569,0.671717,1.708921,0.772756,1.568767,1.941749,1.861066,0.722371,1.106628,0.460192,0.923617,0.533183,0.766746,0.44001,0.648066,0.740678,1.729818,1.67617,0.911858,1.732623,1.562433,0.660079,0.91915,1.204584
314,1.88531,2.793312,1.952334,2.494838,2.487958,2.55351,2.758366,2.181507,1.755399,2.903439,2.879377,2.604929,2.87106,2.248834,2.417141,3.07736,3.076381,2.560023,3.048684,2.484443,3.311444,3.249223,3.016995,2.751509,2.64216,2.893797,2.684008,3.33727,3.13491,3.176601
315,1.057851,1.817789,0.940778,1.543456,1.566062,1.564274,1.742948,1.477708,0.758036,1.929618,1.866472,1.633191,1.877363,1.318499,1.409958,2.167335,2.091318,1.62847,2.081569,1.587308,2.396375,2.302823,2.008791,1.746122,1.649976,1.888839,1.673156,2.424879,2.153185,2.171218
316,1.212741,0.772877,0.824754,0.894297,0.77521,0.371957,0.119812,1.470091,1.05193,0.531018,0.34637,0.770137,0.634417,0.796039,0.335039,1.002281,0.548079,0.725993,0.657702,0.883545,1.125945,0.917937,0.520581,0.456677,0.32161,0.505438,0.354768,1.15725,0.615205,0.480593
317,1.419796,2.076868,1.864715,2.196968,0.878158,1.088643,1.421451,1.212513,2.062838,0.781015,1.605892,2.081151,1.920102,1.122608,1.329139,0.317505,0.821315,0.832688,0.66975,0.843615,0.24149,0.462051,1.731456,1.761823,1.059265,1.775467,1.666538,0.225531,0.77735,1.081061
318,1.132456,0.777053,0.732773,0.862026,0.733307,0.326412,0.171221,1.409756,0.960607,0.558095,0.396447,0.750447,0.656086,0.72798,0.242748,1.020548,0.605495,0.692539,0.697691,0.842357,1.161082,0.962005,0.576941,0.466939,0.298975,0.540554,0.352577,1.192872,0.674177,0.569299
319,0.730396,1.878422,0.954802,1.648788,1.308538,1.392637,1.667382,1.116426,0.846039,1.72927,1.828616,1.706486,1.90243,1.068639,1.288037,1.901751,1.907575,1.379951,1.871558,1.309764,2.135208,2.069028,1.990109,1.744206,1.483221,1.884289,1.651934,2.161739,1.963674,2.031352
320,0.18008,1.844259,0.993247,1.703428,0.821086,1.038922,1.440017,0.546469,1.019279,1.301787,1.645978,1.706807,1.811463,0.621124,1.032658,1.378081,1.495232,0.90138,1.422747,0.791529,1.612014,1.580859,1.824901,1.624994,1.127689,1.748897,1.511722,1.635843,1.540275,1.677911
321,1.113907,2.18285,1.278461,1.920719,1.711398,1.79323,2.041943,1.448009,1.121324,2.133972,2.187974,2.001576,2.229113,1.473122,1.676147,2.301205,2.311046,1.783812,2.276741,1.708361,2.535174,2.473391,2.341003,2.085166,1.88328,2.227408,2.00228,2.561175,2.367783,2.427492
322,0.781384,1.71554,1.285148,1.751387,0.261587,0.620502,1.083043,0.694894,1.461894,0.552339,1.307576,1.66761,1.593989,0.485285,0.832142,0.422989,0.729352,0.258677,0.591248,0.197048,0.655568,0.658124,1.473388,1.406944,0.643907,1.468813,1.291903,0.678669,0.741821,0.997743
323,0.958615,0.861111,0.095862,0.686516,0.969954,0.723234,0.727808,1.390282,0.322668,1.096527,0.835496,0.702679,0.876135,0.789278,0.493366,1.483646,1.205778,0.985523,1.254201,1.054906,1.675182,1.513409,0.980723,0.723758,0.781118,0.86586,0.643125,1.707143,1.274295,1.207244
324,0.560187,1.544142,1.019667,1.539203,0.087241,0.469832,0.955315,0.642974,1.187515,0.588312,1.185026,1.472457,1.443678,0.205244,0.629732,0.660864,0.784921,0.168988,0.690729,0.08485,0.893814,0.841684,1.36184,1.249994,0.52881,1.333379,1.130327,0.920652,0.820296,1.011141
325,0.871549,0.899238,0.471537,0.864436,0.64702,0.338236,0.465981,1.216562,0.695266,0.709296,0.656097,0.805076,0.833642,0.537499,0.107891,1.106961,0.825219,0.642267,0.867126,0.747066,1.2913,1.126194,0.833528,0.641215,0.394004,0.758609,0.523962,1.32337,0.892968,0.861555
326,0.692471,1.892127,1.367572,1.899241,0.39673,0.799526,1.278313,0.492183,1.520064,0.77877,1.506265,1.828679,1.781585,0.539599,0.985077,0.596983,0.956924,0.43417,0.816996,0.290101,0.814678,0.859093,1.676926,1.590556,0.838401,1.662871,1.472616,0.832238,0.968406,1.224566
327,1.069409,1.149675,0.350363,0.875111,1.304125,1.13747,1.166477,1.53998,0.122166,1.517748,1.248225,0.96398,1.219251,1.08023,0.923567,1.867689,1.640865,1.339066,1.676379,1.368393,2.073982,1.929092,1.372527,1.104637,1.205708,1.24586,1.047891,2.105382,1.708644,1.651996
328,0.783257,1.407642,1.035135,1.449502,0.153435,0.313072,0.779379,0.873472,1.232042,0.348538,1.006267,1.36157,1.28765,0.355952,0.533793,0.528365,0.545213,0.075745,0.461449,0.243413,0.745013,0.646619,1.176098,1.099597,0.338939,1.164875,0.984137,0.775184,0.583147,0.773176
329,0.283973,1.741959,1.058414,1.68207,0.409607,0.741392,1.211575,0.374103,1.174676,0.910615,1.437691,1.642372,1.665939,0.314711,0.83485,0.925264,1.107263,0.491318,1.010333,0.351636,1.158503,1.140988,1.61848,1.470872,0.816224,1.571805,1.350542,1.1817,1.142396,1.327921
330,1.398662,3.026283,2.112169,2.82876,2.001092,2.277613,2.681223,1.365244,2.0393,2.501573,2.881303,2.86753,3.01983,1.845824,2.273828,2.452939,2.698239,2.082975,2.600221,1.937299,2.669764,2.704324,3.057752,2.84188,2.364426,2.972725,2.734178,2.685634,2.734115,2.905952
331,1.056477,1.695617,1.42282,1.784714,0.453846,0.655778,1.03935,0.97255,1.621473,0.412062,1.245603,1.679321,1.552304,0.70158,0.894835,0.147739,0.537154,0.397615,0.376304,0.44675,0.380744,0.375418,1.392854,1.379415,0.638259,1.414393,1.274673,0.407334,0.527298,0.820269
332,1.196179,1.245868,1.189086,1.382521,0.580343,0.406626,0.592505,1.291656,1.412577,0.086873,0.776351,1.257804,1.089644,0.7497,0.610091,0.532791,0.12657,0.500169,0.169297,0.660729,0.637476,0.43262,0.912102,0.93141,0.327945,0.9462,0.839907,0.668717,0.184221,0.359089
333,0.320047,1.442232,0.712855,1.353371,0.459045,0.580542,0.983704,0.696206,0.836078,0.87793,1.196194,1.326743,1.386839,0.212404,0.578571,1.060168,1.063853,0.524749,1.015108,0.485682,1.290156,1.211065,1.376836,1.194865,0.670716,1.310383,1.077402,1.318281,1.115552,1.224968
334,0.932729,1.284057,0.405695,1.02655,1.237926,1.124674,1.224333,1.404084,0.22226,1.50467,1.332486,1.102499,1.33754,1.001716,0.932233,1.820545,1.643788,1.281844,1.662489,1.291132,2.035602,1.906336,1.470313,1.206411,1.201108,1.349069,1.136563,2.066332,1.709822,1.684121
335,0.93321,1.692282,0.798449,1.429633,1.417481,1.40836,1.591877,1.370176,0.630194,1.774383,1.720654,1.510296,1.743421,1.169738,1.254672,2.018613,1.935442,1.478282,1.926737,1.442475,2.246583,2.149671,1.866509,1.606119,1.493982,1.74881,1.529413,2.275363,1.997423,2.015855
336,1.497652,1.293048,0.75693,0.96918,1.753462,1.559635,1.50246,1.968874,0.551331,1.935051,1.529977,1.107629,1.413888,1.531956,1.331984,2.307488,2.040828,1.785495,2.092826,1.819737,2.507579,2.351427,1.616655,1.35328,1.61972,1.482267,1.331101,2.539317,2.109696,2.014649
337,1.440185,2.532249,1.639513,2.258505,2.057728,2.158703,2.411126,1.720402,1.47065,2.493636,2.554621,2.348298,2.586457,1.824725,2.045492,2.638676,2.673438,2.132537,2.633663,2.046606,2.873028,2.822518,2.705441,2.447368,2.249138,2.58991,2.367142,2.897933,2.728962,2.795379
338,0.95613,1.172305,0.949098,1.248074,0.395515,0.147026,0.52815,1.117812,1.167013,0.234481,0.751541,1.144799,1.04178,0.506226,0.379324,0.641029,0.393131,0.33171,0.392756,0.497954,0.811658,0.645997,0.918414,0.858881,0.101688,0.913584,0.748056,0.843808,0.452427,0.55505
