id_votante,id_centro,distancia
189,16,2.350913
189,17,2.553826
189,18,1.944046
189,19,2.466445
189,20,1.808059
189,21,2.574844
189,22,2.590193
189,23,2.860147
189,24,2.636607
189,25,2.198242
189,26,2.770091
189,27,2.531824
189,28,2.593071
189,29,2.594079
189,30,2.747326
190,1,0.724725
190,2,1.423381
190,3,0.501185
190,4,1.195855
190,5,1.109731
190,6,1.069556
190,7,1.259318
190,8,1.193375
190,9,0.40238
190,10,1.439233
190,11,1.400227
190,12,1.250918
190,13,1.452512
190,14,0.864067
190,15,0.913861
190,16,1.706979
190,17,1.596709
190,18,1.164142
190,19,1.593252
190,20,1.147846
190,21,1.930725
190,22,1.822457
190,23,1.554061
190,24,1.300915
190,25,1.154254
190,26,1.442547
190,27,1.215167
190,28,1.960341
190,29,1.659411
190,30,1.674899
191,1,0.985901
191,2,0.863225
191,3,0.636198
191,4,0.896106
191,5,0.632659
191,6,0.244261
191,7,0.317095
191,8,1.280274
191,9,0.863539
191,10,0.568648
191,11,0.533286
191,12,0.80618
191,13,0.76398
191,14,0.593905
191,15,0.093157
191,16,1.002477
191,17,0.661003
191,18,0.604996
191,19,0.721996
191,20,0.740553
191,21,1.1675
191,22,0.986102
191,23,0.714705
191,24,0.569294
191,25,0.261314
191,26,0.663315
191,27,0.449068
191,28,1.199659
191,29,0.729789
191,30,0.680371
192,1,0.784936
192,2,2.256906
192,3,1.336544
192,4,2.049172
192,5,1.426049
192,6,1.614898
192,7,1.965498
192,8,1.001987
192,9,1.25749
192,10,1.901977
192,11,2.150106
192,12,2.09332
192,13,2.262021
192,14,1.218652
192,15,1.564322
192,16,1.974903
192,17,2.093405
192,18,1.50615
192,19,2.026484
192,20,1.394292
192,21,2.207623
192,22,2.184947
192,23,2.321178
192,24,2.091182
192,25,1.705787
192,26,2.226636
192,27,1.989138
192,28,2.230164
192,29,2.140801
192,30,2.26093
193,1,0.395481
193,2,1.387415
193,3,0.705108
193,4,1.315158
193,5,0.396
193,6,0.495389
193,7,0.907566
193,8,0.734302
193,9,0.84881
193,10,0.795064
193,11,1.123396
193,12,1.279647
193,13,1.324271
193,14,0.149951
193,15,0.505707
193,16,0.996055
193,17,0.979666
193,18,0.455404
193,19,0.934398
193,20,0.43778
193,21,1.223581
193,22,1.136111
193,23,1.304532
193,24,1.130877
193,25,0.585361
193,26,1.242525
193,27,1.012185
193,28,1.252347
193,29,1.032117
193,30,1.139411
194,1,1.414778
194,2,1.31629
194,3,0.712181
194,4,0.997654
194,5,1.690927
194,6,1.513676
194,7,1.484065
194,8,1.885482
194,9,0.495837
194,10,1.891726
194,11,1.525351
194,12,1.128654
194,13,1.427796
194,14,1.465066
194,15,1.290851
194,16,2.252999
194,17,2.00442
194,18,1.725946
194,19,2.050045
194,20,1.753884
194,21,2.456875
194,22,2.306287
194,23,1.621227
194,24,1.355027
194,25,1.577238
194,26,1.487714
194,27,1.324754
194,28,2.488437
194,29,2.07299
194,30,1.990476
195,1,0.718019
195,2,2.0387
195,3,1.11493
195,4,1.820256
195,5,1.33844
195,6,1.473374
195,7,1.786812
195,8,1.040515
195,9,1.022784
195,10,1.788536
195,11,1.960114
195,12,1.870879
195,13,2.053136
195,14,1.110773
195,15,1.394729
195,16,1.91615
195,17,1.973939
195,18,1.41469
195,19,1.923293
195,20,1.32435
195,21,2.150499
195,22,2.10375
195,23,2.126717
195,24,1.888256
195,25,1.564744
195,26,2.0263
195,27,1.790836
195,28,2.175358
195,29,2.026215
195,30,2.118895
196,1,1.48198
196,2,0.495327
196,3,0.544269
196,4,0.196428
196,5,1.414384
196,6,1.075736
196,7,0.813847
196,8,1.908023
196,9,0.611293
196,10,1.390783
196,11,0.770424
196,12,0.306983
196,13,0.611878
196,14,1.274815
196,15,0.841129
196,16,1.839077
196,17,1.436021
196,18,1.409596
196,19,1.533896
196,20,1.512152
196,21,1.994687
196,22,1.798348
196,23,0.826901
196,24,0.57664
196,25,1.097182
196,26,0.69228
196,27,0.58935
196,28,2.026661
196,29,1.50349
196,30,1.331451
197,1,0.196374
197,2,1.818048
197,3,1.083294
197,4,1.737542
197,5,0.538642
197,6,0.853239
197,7,1.313172
197,8,0.31449
197,9,1.176162
197,10,1.039256
197,11,1.536414
197,12,1.708528
197,13,1.751832
197,14,0.416192
197,15,0.924809
197,16,1.048059
197,17,1.235937
197,18,0.62058
197,19,1.14039
197,20,0.481318
197,21,1.280177
197,22,1.269154
197,23,1.717757
197,24,1.557559
197,25,0.931829
197,26,1.664387
197,27,1.437983
197,28,1.302501
197,29,1.271874
197,30,1.452587
198,1,0.266213
198,2,1.607449
198,3,0.916987
198,4,1.540742
198,5,0.375778
198,6,0.64163
198,7,1.096468
198,8,0.509815
198,9,1.039471
198,10,0.861451
198,11,1.319448
198,12,1.503783
198,13,1.537042
198,14,0.202311
198,15,0.708465
198,16,0.949491
198,17,1.056748
198,18,0.45599
198,19,0.978062
198,20,0.356588
198,21,1.183684
198,22,1.138242
198,23,1.5008
198,24,1.342441
198,25,0.723254
198,26,1.447904
198,27,1.222587
198,28,1.209358
198,29,1.098897
198,30,1.256709
199,1,0.592059
199,2,1.18259
199,3,0.568882
199,4,1.122303
199,5,0.455529
199,6,0.362699
199,7,0.71455
199,8,0.935185
199,9,0.750272
199,10,0.720291
199,11,0.924472
199,12,1.079068
199,13,1.118608
199,14,0.274379
199,15,0.307643
199,16,1.015087
199,17,0.885214
199,18,0.484024
199,19,0.873475
199,20,0.534949
199,21,1.22837
199,22,1.105356
199,23,1.104934
199,24,0.925472
199,25,0.452881
199,26,1.038862
199,27,0.807132
199,28,1.259121
199,29,0.945323
199,30,1.00298
200,1,1.116026
200,2,1.631075
200,3,1.412272
200,4,1.735445
200,5,0.490881
200,6,0.6248
200,7,0.973428
200,8,1.061538
200,9,1.617951
200,10,0.334603
200,11,1.172515
200,12,1.624026
200,13,1.482567
200,14,0.734975
200,15,0.865325
200,16,0.147814
200,17,0.441323
200,18,0.422992
200,19,0.278588
200,20,0.504294
200,21,0.348494
200,22,0.291015
200,23,1.31406
200,24,1.314692
200,25,0.594127
200,26,1.342092
200,27,1.21379
200,28,0.378795
200,29,0.427928
200,30,0.724539
201,1,1.469774
201,2,1.639356
201,3,1.624179
201,4,1.807875
201,5,0.830997
201,6,0.825194
201,7,1.008148
201,8,1.428089
201,9,1.844426
201,10,0.444808
201,11,1.15685
201,12,1.674439
201,13,1.470084
201,14,1.061066
201,15,1.04678
201,16,0.364161
201,17,0.370432
201,18,0.753684
201,19,0.286286
201,20,0.862919
201,21,0.280037
201,22,0.082752
201,23,1.258445
201,24,1.334029
201,25,0.759223
201,26,1.321918
201,27,1.256012
201,28,0.301619
201,29,0.30707
201,30,0.582539
202,1,1.461037
202,2,2.331827
202,3,1.475693
202,4,2.041923
202,5,2.038649
202,6,2.082109
202,7,2.279667
202,8,1.806776
202,9,1.283408
202,10,2.437668
202,11,2.40238
202,12,2.144531
202,13,2.40234
202,14,1.795348
202,15,1.940242
202,16,2.634823
202,17,2.606998
202,18,2.107758
202,19,2.585483
202,20,2.043655
202,21,2.867782
202,22,2.793825
202,23,2.542203
202,24,2.277836
202,25,2.169941
202,26,2.420378
202,27,2.207935
202,28,2.894687
202,29,2.666739
202,30,2.700536
203,1,0.383571
203,2,1.385501
203,3,0.683098
203,4,1.305174
203,5,0.43049
203,6,0.518863
203,7,0.919536
203,8,0.742789
203,9,0.821167
203,10,0.825997
203,11,1.132704
203,12,1.273759
203,13,1.326743
203,14,0.184007
203,15,0.51489
203,16,1.030629
203,17,1.00931
203,18,0.489923
203,19,0.966533
203,20,0.470762
203,21,1.258134
203,22,1.169898
203,23,1.31349
203,24,1.13417
203,25,0.609471
203,26,1.248338
203,27,1.016216
203,28,1.286912
203,29,1.062509
203,30,1.164444
204,1,0.304471
204,2,1.447111
204,3,0.66496
204,4,1.335487
204,5,0.560678
204,6,0.655479
204,7,1.028576
204,8,0.73256
204,9,0.766116
204,10,0.969899
204,11,1.232967
204,12,1.32094
204,13,1.404221
204,14,0.313708
204,15,0.62111
204,16,1.16183
204,17,1.152681
204,18,0.625714
204,19,1.110164
204,20,0.585724
204,21,1.391719
204,22,1.310498
204,23,1.411895
204,24,1.215537
204,25,0.746701
204,26,1.337256
204,27,1.10086
204,28,1.41989
204,29,1.206264
204,30,1.302159
205,1,1.244694
205,2,1.116373
205,3,0.458718
205,4,0.814909
205,5,1.457957
205,6,1.261522
205,7,1.231178
205,8,1.715148
205,9,0.254942
205,10,1.63812
205,11,1.282935
205,12,0.927384
205,13,1.210132
205,14,1.240951
205,15,1.03602
205,16,2.008461
205,17,1.748342
205,18,1.488128
205,19,1.796196
205,20,1.527073
205,21,2.208538
205,22,2.05378
205,23,1.388864
205,24,1.120577
205,25,1.323124
205,26,1.257193
205,27,1.081461
205,28,2.24026
205,29,1.816985
205,30,1.734881
206,1,0.657363
206,2,1.352349
206,3,0.891808
206,4,1.360025
206,5,0.147404
206,6,0.276468
206,7,0.761273
206,8,0.8259
206,9,1.080821
206,10,0.472906
206,11,0.99091
206,12,1.286394
206,13,1.24933
206,14,0.210607
206,15,0.442929
206,16,0.687631
206,17,0.664624
206,18,0.153774
206,19,0.605366
206,20,0.252356
206,21,0.90706
206,22,0.806307
206,23,1.168372
206,24,1.055952
206,25,0.342233
206,26,1.138609
206,27,0.936549
206,28,0.937039
206,29,0.711725
206,30,0.858981
207,1,1.337255
207,2,1.477526
207,3,1.441261
207,4,1.633259
207,5,0.696112
207,6,0.644655
207,7,0.835819
207,8,1.345694
207,9,1.662351
207,10,0.263723
207,11,0.997983
207,12,1.503357
207,13,1.312824
207,14,0.911723
207,15,0.863298
207,16,0.374333
207,17,0.203493
207,18,0.615188
207,19,0.105954
207,20,0.745352
207,21,0.402275
207,22,0.17988
207,23,1.11287
207,24,1.16778
207,25,0.576209
207,26,1.165792
207,27,1.084366
207,28,0.43128
207,29,0.154539
207,30,0.460625
208,1,1.117923
208,2,1.053707
208,3,0.979522
208,4,1.168837
208,5,0.571406
208,6,0.2485
208,7,0.396331
208,8,1.293995
208,9,1.205509
208,10,0.250453
208,11,0.605174
208,12,1.050084
208,13,0.909018
208,14,0.670406
208,15,0.40379
208,16,0.720351
208,17,0.315356
208,18,0.505285
208,19,0.388548
208,20,0.672591
208,21,0.85166
208,22,0.653486
208,23,0.76233
208,24,0.737289
208,25,0.157146
208,26,0.772614
208,27,0.636648
208,28,0.883389
208,29,0.38399
208,30,0.398414
209,1,0.585268
209,2,1.975514
209,3,1.057059
209,4,1.773128
209,5,1.209097
209,6,1.358008
209,7,1.689758
209,8,0.916348
209,9,0.990507
209,10,1.665018
209,11,1.870659
209,12,1.813372
209,13,1.979616
209,14,0.984654
209,15,1.291948
209,16,1.784152
209,17,1.852207
209,18,1.286084
209,19,1.797561
209,20,1.192829
209,21,2.018484
209,22,1.974287
209,23,2.040646
209,24,1.809105
209,25,1.44936
209,26,1.94493
209,27,1.707692
209,28,2.043189
209,29,1.903247
209,30,2.004563
210,1,0.989512
210,2,1.220786
210,3,1.018623
210,4,1.307704
210,5,0.398557
210,6,0.216122
210,7,0.569318
210,8,1.122516
210,9,1.236162
210,10,0.16814
210,11,0.787026
210,12,1.200561
210,13,1.084462
210,14,0.540535
210,15,0.448562
210,16,0.576768
210,17,0.340073
210,18,0.326009
210,19,0.325245
210,20,0.493885
210,21,0.742891
210,22,0.576547
210,23,0.948299
210,24,0.905598
210,25,0.16596
210,26,0.95222
210,27,0.79786
210,28,0.775054
210,29,0.395198
210,30,0.53028
211,1,1.37204
211,2,1.379987
211,3,0.72503
211,4,1.06525
211,5,1.677872
211,6,1.520213
211,7,1.517001
211,8,1.841045
211,9,0.500644
211,10,1.900131
211,11,1.569376
211,12,1.191511
211,13,1.485342
211,14,1.446933
211,15,1.303209
211,16,2.248634
211,17,2.019623
211,18,1.716501
211,19,2.058732
211,20,1.736441
211,21,2.456528
211,22,2.312133
211,23,1.671906
211,24,1.404303
211,25,1.587242
211,26,1.539309
211,27,1.368023
211,28,2.487858
211,29,2.087784
211,30,2.017215
212,1,0.68055
212,2,1.934629
212,3,1.391053
212,4,1.935657
212,5,0.439162
212,6,0.844475
212,7,1.325198
212,8,0.447972
212,9,1.537726
212,10,0.831731
212,11,1.553613
212,12,1.867977
212,13,1.826466
212,14,0.564459
212,15,1.024486
212,16,0.642741
212,17,1.010108
212,18,0.481286
212,19,0.869936
212,20,0.330884
212,21,0.856634
212,22,0.908063
212,23,1.725146
212,24,1.634781
212,25,0.885906
212,26,1.709167
212,27,1.516383
212,28,0.873115
212,29,1.021456
212,30,1.277571
213,1,0.903241
213,2,0.848879
213,3,0.299593
213,4,0.754266
213,5,0.793139
213,6,0.513984
213,7,0.558576
213,8,1.294705
213,9,0.526556
213,10,0.884997
213,11,0.706805
213,12,0.723976
213,13,0.81916
213,14,0.64429
213,15,0.281594
213,16,1.280034
213,17,0.995189
213,18,0.798705
213,19,1.04252
213,20,0.886416
213,21,1.466993
213,22,1.302236
213,23,0.871363
213,24,0.640242
213,25,0.569514
213,26,0.774169
213,27,0.536707
213,28,1.499035
213,29,1.063519
213,30,1.009408
214,1,1.611824
214,2,2.145345
214,3,2.007962
214,4,2.290495
214,5,1.049335
214,6,1.215539
214,7,1.499267
214,8,1.411162
214,9,2.213118
214,10,0.874393
214,11,1.665869
214,12,2.165971
214,13,1.980613
214,14,1.296448
214,15,1.454928
214,16,0.456316
214,17,0.871317
214,18,0.99634
214,19,0.739589
214,20,1.024956
214,21,0.271174
214,22,0.489189
214,23,1.775817
214,24,1.834539
214,25,1.17443
214,26,1.833316
214,27,1.747496
214,28,0.239761
214,29,0.816074
214,30,1.102811
215,1,1.606741
215,2,0.311334
215,3,0.918667
215,4,0.561407
215,5,1.26071
215,6,0.853681
215,7,0.3781
215,8,1.925882
215,9,1.105809
215,10,1.007393
215,11,0.174042
215,12,0.401626
215,13,0.141484
215,14,1.238969
215,15,0.719898
215,16,1.479092
215,17,0.968581
215,18,1.21807
215,19,1.109627
215,20,1.369755
215,21,1.57316
215,22,1.350877
215,23,0.166771
215,24,0.110774
215,25,0.816693
215,26,0.033009
215,27,0.212578
215,28,1.602835
215,29,1.025504
215,30,0.773735
216,1,1.39576
216,2,0.568949
216,3,0.45283
216,4,0.287936
216,5,1.353765
216,6,1.030361
216,7,0.809812
216,8,1.826963
216,9,0.518492
216,10,1.359916
216,11,0.793186
216,12,0.380181
216,13,0.668465
216,14,1.203871
216,15,0.79199
216,16,1.799227
216,17,1.417473
216,18,1.353366
216,19,1.506996
216,20,1.449017
216,21,1.962714
216,22,1.772188
216,23,0.868062
216,24,0.607671
216,25,1.058769
216,26,0.733455
216,27,0.601782
216,28,1.994815
216,29,1.485755
216,30,1.331038
217,1,1.058517
217,2,1.953919
217,3,1.596703
217,4,2.022737
217,5,0.574974
217,6,0.882631
217,7,1.301602
217,8,0.851826
217,9,1.778007
217,10,0.686091
217,11,1.513515
217,12,1.926229
217,13,1.816461
217,14,0.803034
217,15,1.1125
217,16,0.29668
217,17,0.809978
217,18,0.553656
217,19,0.647074
217,20,0.513873
217,21,0.466683
217,22,0.577689
217,23,1.664739
217,24,1.63891
217,25,0.882305
217,26,1.68124
217,27,1.530363
217,28,0.477703
217,29,0.794483
217,30,1.093205
218,1,0.932861
218,2,1.701221
218,3,1.357548
218,4,1.766675
218,5,0.353777
218,6,0.62667
218,7,1.052122
218,8,0.846532
218,9,1.547476
218,10,0.460713
218,11,1.268337
218,12,1.670602
218,13,1.567254
218,14,0.598852
218,15,0.857985
218,16,0.267585
218,17,0.616298
218,18,0.313315
218,19,0.464958
218,20,0.328359
218,21,0.501669
218,22,0.502153
218,23,1.424943
218,24,1.387116
218,25,0.627329
218,26,1.434558
218,27,1.27709
218,28,0.526225
218,29,0.618081
218,30,0.894979
219,1,0.93713
219,2,1.076555
219,3,0.838499
219,4,1.137752
219,5,0.442969
219,6,0.059661
219,7,0.449603
219,8,1.147504
219,9,1.058974
219,10,0.34121
219,11,0.678493
219,12,1.039268
219,13,0.95503
219,14,0.494967
219,15,0.264179
219,16,0.756737
219,17,0.475263
219,18,0.394884
219,19,0.499511
219,20,0.551167
219,21,0.927749
219,22,0.757762
219,23,0.852575
219,24,0.767095
219,25,0.03252
219,26,0.833862
219,27,0.652383
219,28,0.95991
219,29,0.539791
219,30,0.587099
220,1,1.307165
220,2,0.459148
220,3,0.603731
220,4,0.504844
220,5,1.042915
220,6,0.652644
220,7,0.314096
220,8,1.658125
220,9,0.805072
220,10,0.914162
220,11,0.329442
220,12,0.397031
220,13,0.397115
220,14,0.974451
220,15,0.459008
220,16,1.378058
220,17,0.940782
220,18,1.016589
220,19,1.0486
220,20,1.15001
220,21,1.515218
220,22,1.310454
220,23,0.46526
220,24,0.216148
220,25,0.647766
220,26,0.354211
220,27,0.129416
220,28,1.546803
220,29,1.007335
220,30,0.833999
221,1,0.969795
221,2,1.463128
221,3,0.593331
221,4,1.194278
221,5,1.357437
221,6,1.283632
221,7,1.409097
221,8,1.433349
221,9,0.402684
221,10,1.660551
221,11,1.520317
221,12,1.279278
221,13,1.522305
221,14,1.113682
221,15,1.103461
221,16,1.951036
221,17,1.807719
221,18,1.40856
221,19,1.81702
221,20,1.399545
221,21,2.171809
221,22,2.054144
221,23,1.658103
221,24,1.393807
221,25,1.363757
221,26,1.536406
221,27,1.324521
221,28,2.201897
221,29,1.872581
221,30,1.860616
222,1,0.912781
222,2,1.927021
222,3,1.015335
222,4,1.674802
222,5,1.477365
222,6,1.534359
222,7,1.774084
222,8,1.298753
222,9,0.869715
222,10,1.882298
222,11,1.920613
222,12,1.748194
222,13,1.967416
222,14,1.234145
222,15,1.410486
222,16,2.074141
222,17,2.055677
222,18,1.546514
222,19,2.02811
222,20,1.483813
222,21,2.306845
222,22,2.233188
222,23,2.074716
222,24,1.820312
222,25,1.623718
222,26,1.962293
222,27,1.735855
222,28,2.333901
222,29,2.113862
222,30,2.164435
223,1,1.098873
223,2,1.010507
223,3,0.925567
223,4,1.11732
223,5,0.577095
223,6,0.220823
223,7,0.355442
223,8,1.294946
223,9,1.152009
223,10,0.301906
223,11,0.571986
223,12,1.001077
223,13,0.870367
223,14,0.65515
223,15,0.351986
223,16,0.767994
223,17,0.370244
223,18,0.516306
223,19,0.443634
223,20,0.6815
223,21,0.904933
223,22,0.708771
223,23,0.735189
223,24,0.694372
223,25,0.133453
223,26,0.737155
223,27,0.590461
223,28,0.936759
223,29,0.439085
223,30,0.431011
224,1,1.976547
224,2,2.811038
224,3,1.991315
224,4,2.506401
224,5,2.569489
224,6,2.618827
224,7,2.80489
224,8,2.28655
224,9,1.787305
224,10,2.974318
224,11,2.917599
224,12,2.622131
224,13,2.895949
224,14,2.32793
224,15,2.47386
224,16,3.162581
224,17,3.143873
224,18,2.640003
224,19,3.12168
224,20,2.570071
224,21,3.396241
224,22,3.327643
224,23,3.050264
224,24,2.783247
224,25,2.706485
224,26,2.924916
224,27,2.720263
224,28,3.422591
224,29,3.203616
224,30,3.234822
225,1,0.597166
225,2,1.153501
225,3,0.437796
225,4,1.053093
225,5,0.598338
225,6,0.490953
225,7,0.765855
225,8,0.996174
225,9,0.604822
225,10,0.861212
225,11,0.956518
225,12,1.030203
225,13,1.11238
225,14,0.390308
225,15,0.368843
225,16,1.165405
225,17,1.018066
225,18,0.632081
225,19,1.016516
225,20,0.6697
225,21,1.378683
225,22,1.252901
225,23,1.132435
225,24,0.925541
225,25,0.577149
225,26,1.050819
225,27,0.812964
225,28,1.409474
225,29,1.080409
225,30,1.112923
226,1,1.36636
226,2,0.403027
226,3,0.648632
226,4,0.475028
226,5,1.095154
226,6,0.700902
226,7,0.32754
226,8,1.71605
226,9,0.843349
226,10,0.947261
226,11,0.300539
226,12,0.354849
226,13,0.33828
226,14,1.03168
226,15,0.514412
226,16,1.414595
226,17,0.963025
226,18,1.066644
226,19,1.077252
226,20,1.202719
226,21,1.545325
226,22,1.336978
226,23,0.42055
226,24,0.161885
226,25,0.690951
226,26,0.303049
226,27,0.101181
226,28,1.57669
226,29,1.028431
226,30,0.839567
227,1,1.576435
227,2,2.542421
227,3,1.675609
227,4,2.255079
227,5,2.178325
227,6,2.25007
227,7,2.470406
227,8,1.883061
227,9,1.489475
227,10,2.596794
227,11,2.600383
227,12,2.355632
227,13,2.609388
227,14,1.939642
227,15,2.12019
227,16,2.767585
227,17,2.771335
227,18,2.250602
227,19,2.741105
227,20,2.174672
227,21,3.001656
227,22,2.940007
227,23,2.743741
227,24,2.48091
227,25,2.33927
227,26,2.623606
227,27,2.407874
227,28,3.027505
227,29,2.829204
227,30,2.877552
228,1,1.698058
228,2,2.362301
228,3,1.568392
228,4,2.054507
228,5,2.243726
228,6,2.244367
228,7,2.389745
228,8,2.069939
228,9,1.355674
228,10,2.612033
228,11,2.489332
228,12,2.17327
228,13,2.452652
228,14,1.996885
228,15,2.080267
228,16,2.844387
228,17,2.771525
228,18,2.308214
228,19,2.764408
228,20,2.259002
228,21,3.074914
228,22,2.985394
228,23,2.615366
228,24,2.347166
228,25,2.328873
228,26,2.487817
228,27,2.289931
228,28,3.102968
228,29,2.834103
228,30,2.840273
229,1,1.717561
229,2,0.272263
229,3,0.809835
229,4,0.091164
229,5,1.564127
229,6,1.187731
229,7,0.818672
229,8,2.121352
229,9,0.897583
229,10,1.449303
229,11,0.696458
229,12,0.151497
229,13,0.440348
229,14,1.459821
229,15,0.974403
229,16,1.916673
229,17,1.455815
229,18,1.545661
229,19,1.57686
229,20,1.668292
229,21,2.045543
229,22,1.834019
229,23,0.688476
229,24,0.500254
229,25,1.1877
229,26,0.565755
229,27,0.570172
229,28,2.076714
229,29,1.519121
229,30,1.298976
230,1,1.411253
230,2,0.866065
230,3,1.08385
230,4,1.060025
230,5,0.890044
230,6,0.533235
230,7,0.282103
230,8,1.611725
230,9,1.310267
230,10,0.495694
230,11,0.382978
230,12,0.915669
230,13,0.695966
230,14,0.971923
230,15,0.579612
230,16,0.949668
230,17,0.416318
230,18,0.823676
230,19,0.567423
230,20,0.991201
230,21,1.02169
230,22,0.796795
230,23,0.495915
230,24,0.567438
230,25,0.451194
230,26,0.547976
230,27,0.507588
230,28,1.050627
230,29,0.470067
230,30,0.240641
231,1,0.835462
231,2,1.018358
231,3,0.116448
231,4,0.83232
231,5,0.939891
231,6,0.757896
231,7,0.847865
231,8,1.283656
231,9,0.267504
231,10,1.138657
231,11,0.975971
231,12,0.85768
231,13,1.032296
231,14,0.732075
231,15,0.551806
231,16,1.490231
231,17,1.267679
231,18,0.968225
231,19,1.297268
231,20,1.013304
231,21,1.694205
231,22,1.548787
231,23,1.127993
231,24,0.875613
231,25,0.828524
231,26,1.016862
231,27,0.789142
231,28,1.725694
231,29,1.334713
231,30,1.300246
232,1,0.719762
232,2,2.156456
232,3,1.235757
232,4,1.948331
232,5,1.357576
232,6,1.530376
232,7,1.871851
232,8,0.979312
232,9,1.157442
232,10,1.826195
232,11,2.054098
232,12,1.992554
232,13,2.162683
232,14,1.143038
232,15,1.47244
232,16,1.917548
232,17,2.016001
232,18,1.436631
232,19,1.954118
232,20,1.331673
232,21,2.151194
232,22,2.120072
232,23,2.224336
232,24,1.992731
232,25,1.621538
232,26,2.12867
232,27,1.891456
232,28,2.174598
232,29,2.064961
232,30,2.176995
233,1,1.185332
233,2,0.584053
233,3,0.360949
233,4,0.466095
233,5,1.054367
233,6,0.715902
233,7,0.534249
233,8,1.583668
233,9,0.55052
233,10,1.045816
233,11,0.585663
233,12,0.4408
233,13,0.593101
233,14,0.927702
233,15,0.47943
233,16,1.483646
233,17,1.111845
233,18,1.047792
233,19,1.194646
233,20,1.153796
233,21,1.64783
233,22,1.459902
233,23,0.713157
233,24,0.448757
233,25,0.743099
233,26,0.591474
233,27,0.384901
233,28,1.679955
233,29,1.180659
233,30,1.050746
234,1,1.578925
234,2,0.208092
234,3,0.721146
234,4,0.188788
234,5,1.381887
234,6,0.998051
234,7,0.622082
234,8,1.96443
234,9,0.854125
234,10,1.25231
234,11,0.513592
234,12,0.051062
234,13,0.309026
234,14,1.291966
234,15,0.792612
234,16,1.720271
234,17,1.259623
234,18,1.359586
234,19,1.379715
234,20,1.487552
234,21,1.848372
234,22,1.63721
234,23,0.53583
234,24,0.31386
234,25,0.994165
234,26,0.403863
234,27,0.373859
234,28,1.879556
234,29,1.323356
234,30,1.109897
235,1,1.07897
235,2,1.135661
235,3,0.344635
235,4,0.860192
235,5,1.306584
235,6,1.135255
235,7,1.158189
235,8,1.549242
235,9,0.116806
235,10,1.515244
235,11,1.237763
235,12,0.949764
235,13,1.20628
235,14,1.084049
235,15,0.919756
235,16,1.868067
235,17,1.636893
235,18,1.340666
235,19,1.673858
235,20,1.371841
235,21,2.073486
235,22,1.927244
235,23,1.360975
235,24,1.092916
235,25,1.202701
235,26,1.23396
235,27,1.037218
235,28,2.104936
235,29,1.704791
235,30,1.645537
236,1,1.167625
236,2,1.723096
236,3,1.504208
236,4,1.830892
236,5,0.559253
236,6,0.720056
236,7,1.065517
236,8,1.075164
236,9,1.707897
236,10,0.424379
236,11,1.261224
236,12,1.718553
236,13,1.572599
236,14,0.806421
236,15,0.960615
236,16,0.051857
236,17,0.510203
236,18,0.497948
236,19,0.346438
236,20,0.557351
236,21,0.272098
236,22,0.27831
236,23,1.399098
236,24,1.406848
236,25,0.690151
236,26,1.431011
236,27,1.307204
236,28,0.300042
236,29,0.486556
236,30,0.790971
237,1,1.527514
237,2,1.903047
237,3,1.818565
237,4,2.058657
237,5,0.918675
237,6,1.016899
237,7,1.262529
237,8,1.399566
237,9,2.031271
237,10,0.654634
237,11,1.421948
237,12,1.930078
237,13,1.736209
237,14,1.164584
237,15,1.251707
237,16,0.327326
237,17,0.628561
237,18,0.85329
237,19,0.508527
237,20,0.918624
237,21,0.095449
237,22,0.247127
237,23,1.528246
237,24,1.594411
237,25,0.965426
237,26,1.58846
237,27,1.511094
237,28,0.081337
237,29,0.570556
237,30,0.853705
238,1,0.493416
238,2,1.269915
238,3,0.472372
238,4,1.144508
238,5,0.643562
238,6,0.611341
238,7,0.906143
238,8,0.925785
238,9,0.592022
238,10,0.968819
238,11,1.094439
238,12,1.136262
238,13,1.239243
238,14,0.406701
238,15,0.508585
238,16,1.234017
238,17,1.135165
238,18,0.691762
238,19,1.12042
238,20,0.696267
238,21,1.455336
238,22,1.345721
238,23,1.269112
238,24,1.055634
238,25,0.700517
238,26,1.183959
238,27,0.94552
238,28,1.485255
238,29,1.195209
238,30,1.244883
239,1,1.543021
239,2,1.612226
239,3,1.650371
239,4,1.795654
239,5,0.90204
239,6,0.859643
239,7,0.995967
239,8,1.516126
239,9,1.873408
239,10,0.480056
239,11,1.129084
239,12,1.657581
239,13,1.43928
239,14,1.125423
239,15,1.071385
239,16,0.45821
239,17,0.366913
239,18,0.822836
239,19,0.324395
239,20,0.94068
239,21,0.359508
239,22,0.176522
239,23,1.219296
239,24,1.312633
239,25,0.787121
239,26,1.290779
239,27,1.241419
239,28,0.376909
239,29,0.29837
239,30,0.537442
240,1,0.599612
240,2,1.918297
240,3,0.997042
240,4,1.710012
240,5,1.208148
240,6,1.335223
240,7,1.650843
240,8,0.959722
240,9,0.922608
240,10,1.652682
240,11,1.826724
240,12,1.753856
240,13,1.926991
240,14,0.977132
240,15,1.257277
240,16,1.791278
240,17,1.837212
240,18,1.283303
240,19,1.788792
240,20,1.198516
240,21,2.025555
240,22,1.973116
240,23,1.994715
240,24,1.759246
240,25,1.426584
240,26,1.896311
240,27,1.659961
240,28,2.050987
240,29,1.890015
240,30,1.980609
241,1,0.49451
241,2,1.479705
241,3,0.57163
241,4,1.293488
241,5,0.91297
241,6,0.937322
241,7,1.208393
241,8,0.964747
241,9,0.560311
